,clean_tweets,prediction,language,confidence
17,JuanChrystma chama e puxa veem e vai,"('pt', 0.662814199924469)",pt,0.662814199924469
26,vou começar pela melhor metade ,"('pt', 0.9992270469665527)",pt,0.9992270469665527
44,jooa amanha eu treino,"('pt', 0.9606873393058777)",pt,0.9606873393058777
60,victorcarbono nossa muito duas garrafas de vodka pura uma agnt teve que da pro policial a outra ja tava vazia hauhauahua,"('pt', 0.9779897928237915)",pt,0.9779897928237915
70,robsdlp nao vida to pelo  ela,"('pt', 0.9858106970787048)",pt,0.9858106970787048
71,Isso mesmo kkkkkk,"('pt', 0.7021540403366089)",pt,0.7021540403366089
87,tbouvier muito bom flamengo sim,"('pt', 0.9426223635673523)",pt,0.9426223635673523
89,Ishih Gabi  Paula  a confusão Gabi  Paula  Brenda  corre negada,"('pt', 0.9952182769775391)",pt,0.9952182769775391
119,Pequena no tamanho e cada vez maior nas suas conquistas Só orgulho Aguarde sabado a comemoração será ao nosso estilo hahaha luanabilro,"('pt', 0.9606123566627502)",pt,0.9606123566627502
130,xXBRANdoNDXx LAZAROW  WHAT,"('pt', 0.6087332963943481)",pt,0.6087332963943481
148,juliasalves nem sou mesmo devo te dreads,"('pt', 0.8012925982475281)",pt,0.8012925982475281
152,Bigetao era p falar no chat hahhah deixa entãoboa noitete amosleep tight,"('pt', 0.9628117084503174)",pt,0.9628117084503174
153,Nooooooossa A garota acabou de lamber dentro da minha orelha,"('pt', 0.9616316556930542)",pt,0.9616316556930542
183,Vovozinha sua linda  httptcoRVWmQ,"('pt', 0.7028273940086365)",pt,0.7028273940086365
202,fiquei tanto tempo mexendo carne moída que acho que meu braço vai cair,"('pt', 0.9453678131103516)",pt,0.9453678131103516
218,cheguei cedinho do cfolia,"('pt', 0.7200549244880676)",pt,0.7200549244880676
220,Era Deus caminhando o tempo todo com você,"('pt', 0.9969920516014099)",pt,0.9969920516014099
232,camilati vou e vc cá,"('pt', 0.8769310116767883)",pt,0.8769310116767883
287,DiogoTPinheiro é optimo sem duvida Tens de tirar a carta rapido Depender dos transportes publicos ou dos pais é terrivel,"('pt', 0.8949501514434814)",pt,0.8949501514434814
293,eu e a bianca vamos fazee liçao todo dia juntas,"('pt', 0.9790464639663696)",pt,0.9790464639663696
305,mac miller é lindoooo,"('pt', 0.9998534917831421)",pt,0.9998534917831421
323,Raíssa ficou com raiva só pq eu falei pra ela tomar conta da vida dela hahaha,"('pt', 0.9843150973320007)",pt,0.9843150973320007
325,Vou comprar um cachorro quente com meu irmão bjux,"('pt', 0.9940531849861145)",pt,0.9940531849861145
349,Vou pagar um traveco pro vitor,"('pt', 0.8393006324768066)",pt,0.8393006324768066
355,Minha senha é top,"('pt', 0.9902594685554504)",pt,0.9902594685554504
389,RT “psiquiatro Esse mundo é tão desgraçado sujo e filho da puta que quando alguém tem boas intenções a gente já fica desconfiado”,"('pt', 0.9959614276885986)",pt,0.9959614276885986
405,mlkbezerro  rlx cartano vai calar os bambis,"('pt', 0.7510671019554138)",pt,0.7510671019554138
412,Mando vocês se foderem agr ou necas,"('pt', 0.9982587099075317)",pt,0.9982587099075317
418,jvictorgarrido um ano e três meses os três meses de enrolação mas enfim,"('pt', 0.9969498515129089)",pt,0.9969498515129089
498,se me quer do teu lado tem que me fazer rir,"('pt', 0.9990658760070801)",pt,0.9990658760070801
530,Banho ,"('pt', 0.6986323595046997)",pt,0.6986323595046997
554,InaBerto nao da pra manda por dm é importante,"('pt', 0.9537755846977234)",pt,0.9537755846977234
568,Mais quando isso não acontece nos sentimos a pior pessoa do mundo para qualquer coisa,"('pt', 0.9989280104637146)",pt,0.9989280104637146
569,Estadao Papa Francisco I é contra casamento gay É  movimento do diabo disse httptcoZXoivJRRX ,"('pt', 0.8899370431900024)",pt,0.8899370431900024
575,Aquele momento em que todo mundo sai pra almoçar e vc fica esperando dar a hora de ir embora rachando de fome,"('pt', 0.5778326988220215)",pt,0.5778326988220215
622,Agora imaginem uma menina de  anos grávida imagina a barra que deve ser ter um filho tão nova já não é o suficiente,"('pt', 0.99823397397995)",pt,0.99823397397995
624,preciso dormirr,"('pt', 0.5040189027786255)",pt,0.5040189027786255
659,Perdi meu fone c,"('pt', 0.9584706425666809)",pt,0.9584706425666809
665,Stalley let it drop Show em whos the best BCGMMG,"('pt', 0.7612687349319458)",pt,0.7612687349319458
668,JUUBOLADO gumaroto maaycasante que dia vai ser ,"('pt', 0.5760579705238342)",pt,0.5760579705238342
691,BelaPelisson isaparreiraa kkkk olha essa isabella hahahaha isso ae,"('pt', 0.7734307050704956)",pt,0.7734307050704956
694,Euvivolucasl kkkkkkkkk cê q é,"('pt', 0.9492748379707336)",pt,0.9492748379707336
705,Sufocator vaiiii ser demais ainda vamos conhecer aqueles gays,"('pt', 0.9253477454185486)",pt,0.9253477454185486
714,Eu não canso de assistir Enrolados Sei as falas as musicas Isso que dá não ir pra igreja de noite,"('pt', 0.9931939840316772)",pt,0.9931939840316772
723,Quero um cap alguem me dar um cap,"('pt', 0.8957657217979431)",pt,0.8957657217979431
735,HarryPiranho obg amr,"('pt', 0.780426025390625)",pt,0.780426025390625
756,to mt carente hoje cara pqp,"('pt', 0.9466767907142639)",pt,0.9466767907142639
777,Inscrita para la próxima  BrooksChile ,"('pt', 0.6028458476066589)",pt,0.6028458476066589
782,LucasFortuna humhum É muito amor mesmo kkk,"('pt', 0.9751584529876709)",pt,0.9751584529876709
809,MÃEcomo foi a aula meu filha EU UMA MERDA ODEIO TODO MUNDO BANDO DE FDP QUERO Q AQUELA MERDA EXPLODA E TODO MUNDO MORRA ah foi normal,"('pt', 0.994746744632721)",pt,0.994746744632721
813,ai me chamam pra fazer um menage gay,"('pt', 0.9779770374298096)",pt,0.9779770374298096
824,A isadarella esta muito brava haha,"('pt', 0.9947777986526489)",pt,0.9947777986526489
840,Minha mãe comprou uma geladeira nova e acabou de chegarr ,"('pt', 0.9921358823776245)",pt,0.9921358823776245
844,Ate amanha  ,"('pt', 0.9878365993499756)",pt,0.9878365993499756
848,vai la c tuas amguinha vai,"('pt', 0.6793748736381531)",pt,0.6793748736381531
861,Meerdaaa Esqueci o carregador do meu iPhone na casa da minha tia   e a bateria esta acabando ,"('pt', 0.7777856588363647)",pt,0.7777856588363647
864,diogowizer o viadinho n tem jogo juvenil hj é só cadete e infantil,"('pt', 0.9967374801635742)",pt,0.9967374801635742
867,Tipo mais que feliz,"('pt', 0.8390430212020874)",pt,0.8390430212020874
873,Fução Não Perturbe desativada depois sas h Isso sim é vida haahhahah,"('pt', 0.9986543655395508)",pt,0.9986543655395508
875,RenataCoin vou escrever Rê Coin nos peitos  duvida ,"('pt', 0.9272884726524353)",pt,0.9272884726524353
876,leticiamourap esse é o espírito,"('pt', 0.9755612015724182)",pt,0.9755612015724182
887,tandradep comprei usada de uma mulher em Cf,"('pt', 0.999684751033783)",pt,0.999684751033783
895,Pessoas muito apegadas hm,"('pt', 0.9996508359909058)",pt,0.9996508359909058
911,Evento esse sábado aqui no Morro das Pedras participe Organizado pelo Instituto Inconformados … httptcoQzXXtvGJ,"('pt', 0.6492619514465332)",pt,0.6492619514465332
917,Tem uma meninas onde eu estudo que o cabelo é tão oleoso que os piolhos morrem tudo de colesterol alto,"('pt', 0.9959411025047302)",pt,0.9959411025047302
924,Quero ir pra casa e dormir muito,"('pt', 0.9954544901847839)",pt,0.9954544901847839
940,só isso,"('pt', 0.9826131463050842)",pt,0.9826131463050842
959,Nem vou lá p gi e p vinnyentão vou ver uns filmes e dormir mais,"('pt', 0.9251988530158997)",pt,0.9251988530158997
977,AndreiaTristao obrigado por me seguires ,"('pt', 0.5397617220878601)",pt,0.5397617220878601
987,Vou ir pegar o carregador q ta acabando a bateria ,"('pt', 0.753489077091217)",pt,0.753489077091217
1018,Legal nao vou poder assistir agr o jogo pq eu estou estudando,"('pt', 0.9689529538154602)",pt,0.9689529538154602
1056,e ela n vai te oqe faze,"('pt', 0.9837538599967957)",pt,0.9837538599967957
1075,PatriTiritiri Alfinal quedo yo como malo,"('pt', 0.5575559735298157)",pt,0.5575559735298157
1083,CrisImortalRP aqui no Rio são  segundos,"('pt', 0.9597927927970886)",pt,0.9597927927970886
1090,paulovrenno haahahaha mentira que eu sempre te respondo,"('pt', 0.7552512288093567)",pt,0.7552512288093567
1098,Me ofereci pra ir na casa do Ianzinho  e ainda levaar filme e ele fazer a pipoca maas ele eh muito chato   kkk,"('pt', 0.9719589352607727)",pt,0.9719589352607727
1123,nickbraide kkkkkkk tranquilo vai ficar na minha mesa com o meu primo dia  o local ainda nao sei,"('pt', 0.9031712412834167)",pt,0.9031712412834167
1138,tem q ta tudo certo p amanhãaa,"('pt', 0.9897627234458923)",pt,0.9897627234458923
1173,vou entrar no site de cd pra vende e procura um cd do pollo pra dá pro tcharles de dia dos namorados  rs,"('pt', 0.6885045766830444)",pt,0.6885045766830444
1180,Selduziu rafaelaadeon bah o bati a cabeça doeu,"('pt', 0.6122952103614807)",pt,0.6122952103614807
1181,meu perfil ta tao ,"('pt', 0.8604530096054077)",pt,0.8604530096054077
1206,eliezer ai que nindo vc titizinho ta bom lt,"('pt', 0.5888476967811584)",pt,0.5888476967811584
1208,Zumbi gordo é novidade Kkkkk,"('pt', 0.9601160883903503)",pt,0.9601160883903503
1213,Nao fiz nada o feriado mas so a noite de ontem valeu por ele todo,"('pt', 0.9276267886161804)",pt,0.9276267886161804
1239,Na hora dos trabalhos q a gnt vê quem são os amigos,"('pt', 0.9796255826950073)",pt,0.9796255826950073
1242,eu perdendo ABC do amor c,"('pt', 0.8745313882827759)",pt,0.8745313882827759
1243,To muito chata hoje,"('pt', 0.9966468811035156)",pt,0.9966468811035156
1254,LeticiaLiimaSN maillopes Digo o mesmo Sem vocês eu não seria nada ,"('pt', 0.9983800053596497)",pt,0.9983800053596497
1262,Melhor profissao herdeiro,"('pt', 0.99209064245224)",pt,0.99209064245224
1286,Vou mimi,"('pt', 0.9263281226158142)",pt,0.9263281226158142
1290,Nada melhor do que um banho vo toma agrre,"('pt', 0.6606618762016296)",pt,0.6606618762016296
1291,Dia dos namorados Começamos cedo Com a adorável Tatiane  Expresso Valsul Bar amp Café httptcoHMcrDw,"('pt', 0.8462021350860596)",pt,0.8462021350860596
1328,serakides Outro dia eles é quem estavam protestandotá certo Rsrs,"('pt', 0.9810885190963745)",pt,0.9810885190963745
1338,To amando ver as manifestações to participando desde o inicio mas hipocrisia não da p aceitar,"('pt', 0.9904203414916992)",pt,0.9904203414916992
1355,Eu  fofa,"('pt', 0.9999977350234985)",pt,0.9999977350234985
1363,Como interino de Dom Paulo acolhi na catedral de São Paulo o protesto reprimido do Movimento contra o Custo de Vida Protestemos hoje tb,"('pt', 0.6892681121826172)",pt,0.6892681121826172
1365,hiasmilda então pode ir  Acho que a teacher não liga  Guardo seu pedaço e te espero amanhã  D,"('pt', 0.9957543015480042)",pt,0.9957543015480042
1406,Não acredito ,"('pt', 0.9959508776664734)",pt,0.9959508776664734
1456,Pra passar raiva só por isso,"('pt', 0.964195966720581)",pt,0.964195966720581
1464,Empresto minhas coisas numa boa tenho maior cuidado com as coisas e as pessoas destroem Isso quando elas devolvem ne AF,"('pt', 0.9843793511390686)",pt,0.9843793511390686
1476,Eu ri,"('pt', 0.9995307326316833)",pt,0.9995307326316833
1477,Amanha cedinho ja tem academia com JC to retomando e agora vaaaai,"('pt', 0.8012264966964722)",pt,0.8012264966964722
1499,wazhannin get em girl,"('pt', 0.9661293029785156)",pt,0.9661293029785156
1502,EllenBragga tudo bem  ,"('pt', 0.9341644048690796)",pt,0.9341644048690796
1512,Ganhei meu dia minha semana meu mês meu ano ltltltltltltltltltltltltltltltltltltltltltltltltltltlt,"('pt', 0.9957935810089111)",pt,0.9957935810089111
1521,Cade ana que nao chega,"('pt', 0.6365986466407776)",pt,0.6365986466407776
1529,Acho que tudo não passou de um grande susto,"('pt', 0.9974168539047241)",pt,0.9974168539047241
1543,Podem ter a certeza de que quem fica sofre mais do que quem vai,"('pt', 0.9750083088874817)",pt,0.9750083088874817
1556,julialanza kkk quem sabe ele entra dnv haha,"('pt', 0.8479613661766052)",pt,0.8479613661766052
1564,zombiesmg ai caroles   eu te amo mais que tudo tudinho ,"('pt', 0.8932814598083496)",pt,0.8932814598083496
1569,O que falar dessa nova geração de amigas fura olho ,"('pt', 0.9794436097145081)",pt,0.9794436097145081
1573,eandressaf simmmmm é sobrinho da mulher do meu tio mongol huahuahuahuahuahuahuahua,"('pt', 0.8360923528671265)",pt,0.8360923528671265
1596,Iluminada por Deus seja minha quebradaa DuasSemanasSemOanjoDaleste,"('pt', 0.9459314346313477)",pt,0.9459314346313477
1599,Quero que morram todos vocês  die please ,"('pt', 0.9874328970909119)",pt,0.9874328970909119
1607,mania de me intrometer nas conversas kk credovou falar mais nada não,"('pt', 0.9919179677963257)",pt,0.9919179677963257
1621,A verdade é que eu gosto de não ver sentindo,"('pt', 0.9991008043289185)",pt,0.9991008043289185
1647,Giulia é foda KKKKKK,"('pt', 0.984542965888977)",pt,0.984542965888977
1649,tentando compreender como coca cola consegue ser tão bom,"('pt', 0.8668210506439209)",pt,0.8668210506439209
1658,daí quando tu põe na cabeça que está tudo bem vem um tweetrt e te põe na indecisão denovo,"('pt', 0.9752693772315979)",pt,0.9752693772315979
1660,N sinto minhas mãos,"('pt', 0.995231032371521)",pt,0.995231032371521
1689, anos preso nesse transito,"('pt', 0.9024414420127869)",pt,0.9024414420127869
1691,Dormirei,"('pt', 0.8745388984680176)",pt,0.8745388984680176
1708,Assistindo ufc com mãe hhaha,"('pt', 0.9775761961936951)",pt,0.9775761961936951
1715,Entendi a mt tempo que era pra me afastar mais as emoções falaram mais alto mas eu não preciso de vc,"('pt', 0.995919406414032)",pt,0.995919406414032
1750,Hahahaha vou desligar o g entaummm,"('pt', 0.9202381372451782)",pt,0.9202381372451782
1771,itauhoras chegar o cartão e o cliente ficar frustrado  Olha objetivo alcançado ,"('pt', 0.9438934922218323)",pt,0.9438934922218323
1784,cissanaweb gabyspanic ceciliamx mas tem aquele risco que eu te falei Igual naquele dia do Paramore,"('pt', 0.8877710103988647)",pt,0.8877710103988647
1796,NiseOliveira olha quem fala,"('pt', 0.9337525367736816)",pt,0.9337525367736816
1836,Marcellamms  folgo quinta  se der vou dar um pulo ai  Ta de ferias ainda ,"('pt', 0.8437439799308777)",pt,0.8437439799308777
1862,C fica de caozada a porrada come,"('pt', 0.6965116858482361)",pt,0.6965116858482361
1863,Tinha faltado luz aqui na minha vo kkkkk,"('pt', 0.748794674873352)",pt,0.748794674873352
1882,Só porque eu cheguei em casa empolgado meu pai ta dormindo show,"('pt', 0.9812824726104736)",pt,0.9812824726104736
1897,tteuromero anecarolinad até fui elogiada pela sora d física por ser super participativa e estar ajudando meus coleguinhas hahahah,"('pt', 0.8877304792404175)",pt,0.8877304792404175
1920,os cara do Mc sentaram na mesa com a gente kkkkkkk eu e ela ficamos whatahell,"('pt', 0.8605399131774902)",pt,0.8605399131774902
1969,Tenho jogo em Venâncio amanha saímos as  e voltamos as  hrs  É jogo muito importante,"('pt', 0.9863744974136353)",pt,0.9863744974136353
1970,Sair ou nao sair hj eis a questão,"('pt', 0.938005268573761)",pt,0.938005268573761
1988,Eu ia no Emanuel hoje mais não vai ter AF,"('pt', 0.99944669008255)",pt,0.99944669008255
1991,Que ano de ,"('pt', 0.8313090801239014)",pt,0.8313090801239014
1997,Ele gosta de ser boi mds k,"('pt', 0.9999337196350098)",pt,0.9999337196350098
2000,Logo eu que nem pensava eu não imaginava te merecer ,"('pt', 0.9884623885154724)",pt,0.9884623885154724
2009,Bom dia pra vc que tem que viver nessa cidade horrível que é Franco da Rocha,"('pt', 0.9914087653160095)",pt,0.9914087653160095
2013,E melhores amigos vão se tornando apenas conhecidos,"('pt', 0.9737153053283691)",pt,0.9737153053283691
2033,Agora o playboy rodouta passando mal e o remédio e o amooor ,"('pt', 0.5810545682907104)",pt,0.5810545682907104
2043,ApLuizRegina satanas só trabalha aonde tem brecha,"('pt', 0.9717695713043213)",pt,0.9717695713043213
2054,procima cemana tem prova de portuguez e eu to sabemdo di tudu,"('pt', 0.8144981861114502)",pt,0.8144981861114502
2067,Ainda mais c gente criticando oq ainda nem viu Tipo calem a boca e dps de sábado a gente conversa ,"('pt', 0.7828423976898193)",pt,0.7828423976898193
2083,O sertão laranja sem filtro  Sertão Cearense httptcoQphhvv,"('pt', 0.6800041794776917)",pt,0.6800041794776917
2095,Ah se o Nightwish Shop não fosse tão caro e em Euro,"('pt', 0.9987949728965759)",pt,0.9987949728965759
2133,acordar cedo é uma merda,"('pt', 1.0000497102737427)",pt,1.0000497102737427
2139,Que dia chato caralho,"('pt', 0.9461137056350708)",pt,0.9461137056350708
2141,não é que ele manja mesmo,"('pt', 0.9997634887695312)",pt,0.9997634887695312
2184,Quanto tempo você esperaria pelo amor da sua vida ,"('pt', 0.9987937808036804)",pt,0.9987937808036804
2185,A mina é igual havaianas todo mundo usa auhahaha,"('pt', 0.7577961683273315)",pt,0.7577961683273315
2236,Bom Dia Brasília  Aeroporto Internacional de Brasília BSB w  others httptcodlIxyGmr,"('pt', 0.6034176349639893)",pt,0.6034176349639893
2240,Mais ainda me vejo sozinho nesses sonhos,"('pt', 0.8315725326538086)",pt,0.8315725326538086
2241,paulaafandrade ela é foda,"('pt', 0.9799646735191345)",pt,0.9799646735191345
2252,Acabei de publicar uma foto  JEDICON SP   httptcopTxBjuY,"('pt', 0.9035419225692749)",pt,0.9035419225692749
2259,Eu ate ia nadar mais n perco o jogo por nd,"('pt', 0.9994968175888062)",pt,0.9994968175888062
2282,Com mais nojo somente,"('pt', 0.9281172752380371)",pt,0.9281172752380371
2287,Não quero saber dos outros você que é minha filha até quando,"('pt', 0.9996082782745361)",pt,0.9996082782745361
2289,Hj comecei o dia bem recebendo uma ligação da mãe  mto lindaa pq eu sei q ela não gosta de telefone  e msmo assim ela me ligo ,"('pt', 0.9990729689598083)",pt,0.9990729689598083
2327,A mensagem mais linda envieia há pouco,"('pt', 0.9835609793663025)",pt,0.9835609793663025
2354,QuintasSara mas eu queria agora amor,"('pt', 0.9311726093292236)",pt,0.9311726093292236
2370,Eu só sei que amei que amei que amei,"('pt', 0.8948290348052979)",pt,0.8948290348052979
2379,Há gente q se acha tanto e não é porra nenhuma,"('pt', 0.9994642734527588)",pt,0.9994642734527588
2407,Agora é só chegar em casa e jogar lol,"('pt', 0.9990140795707703)",pt,0.9990140795707703
2411,thayshimizu ja reservei o meu com uma amiga já,"('pt', 0.987060546875)",pt,0.987060546875
2423,Eu era tão fofa httptcoKbQsqkUN,"('pt', 0.9732633829116821)",pt,0.9732633829116821
2428,No momento minha mãe está batendo um papo maneiro com Amanda no telefone,"('pt', 0.9919965863227844)",pt,0.9919965863227844
2429,E assim acabou o meu final de semana Amanhã vou acordar na academia  Mariposa httptcogfzJ,"('pt', 0.7218203544616699)",pt,0.7218203544616699
2436,amanha não vou ter minha folguinha de tarde vou ter q ir no cursinho ,"('pt', 0.9933586120605469)",pt,0.9933586120605469
2437,Prova de química amanhã e eu aqui sem saber de nadanadanadaaaa,"('pt', 0.8074437379837036)",pt,0.8074437379837036
2446,tylerqueer O K,"('pt', 0.5632033348083496)",pt,0.5632033348083496
2461,nunca pensei q eu me sentiria tao mal,"('pt', 0.6775732040405273)",pt,0.6775732040405273
2479,sdds ano passado,"('pt', 0.9857796430587769)",pt,0.9857796430587769
2482,SaoPauloFC graças a Deus o denilson ficou no vestiário porém o Osvaldo num ta lá estas coisas,"('pt', 0.814142644405365)",pt,0.814142644405365
2516,Minhas aventuras com Priscila são as melhores  ,"('pt', 0.91756671667099)",pt,0.91756671667099
2544,N sei lidar com essas coisas mano impossível,"('pt', 0.9468745589256287)",pt,0.9468745589256287
2548,Se minha internet tivesse boa eu ate postaria aqui pra vcs verem mas,"('pt', 0.7902199029922485)",pt,0.7902199029922485
2564,liamsrobot thonapenas eu shippo liam com a ppk alheia e Zayn com a minha NDJKDKSKAKA,"('pt', 0.867282509803772)",pt,0.867282509803772
2571,Deveria ter ficado no B no começo do ano eles sao muito mais unidos do que a minha sala,"('pt', 0.9984081983566284)",pt,0.9984081983566284
2572,hahahhahauaha lembrei do Zé Paulo falando que nao era pra escrever na carta beijos que ele ia sentir ofendido HAUAUAUUA que boasta,"('pt', 0.6485149264335632)",pt,0.6485149264335632
2591,Não provoca nao baby,"('pt', 0.9896815419197083)",pt,0.9896815419197083
2616,esse ano foi um completo lixo,"('pt', 0.9991634488105774)",pt,0.9991634488105774
2627,danlippertskt me esqueceu ne fdp nunca mais falo cmg,"('pt', 0.8926298022270203)",pt,0.8926298022270203
2634,Ooh kill em Sharks,"('pt', 0.959924042224884)",pt,0.959924042224884
2643,N desejo dor de cólica nem pra minha pior inimiga,"('pt', 0.6682462692260742)",pt,0.6682462692260742
